id,grid_solution,steps
lgp-test-5x3-10,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has an occupation"", ""Each person prefers a unique type of vacation""], ""rows"": [[""1"", ""peter"", ""doctor"", ""cruise""], [""2"", ""alice"", ""artist"", ""mountain""], [""3"", ""eric"", ""teacher"", ""city""], [""4"", ""bob"", ""lawyer"", ""camping""], [""5"", ""arnold"", ""engineer"", ""beach""]]}",199
lgp-test-4x3-24,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique favorite drink"", ""Everyone has something unique for lunch""], ""rows"": [[""1"", ""peter"", ""coffee"", ""grilled cheese""], [""2"", ""alice"", ""tea"", ""spaghetti""], [""3"", ""arnold"", ""water"", ""pizza""], [""4"", ""eric"", ""milk"", ""stew""]]}",29
lgp-test-6x5-34,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""People use unique phone models"", ""People own unique car models"", ""The people are of nationalities""], ""rows"": [[""1"", ""carol"", ""prince"", ""iphone 13"", ""chevrolet silverado"", ""brit""], [""2"", ""arnold"", ""dunhill"", ""huawei p50"", ""ford f150"", ""dane""], [""3"", ""bob"", ""yellow monster"", ""xiaomi mi 11"", ""toyota camry"", ""norwegian""], [""4"", ""peter"", ""pall mall"", ""google pixel 6"", ""tesla model 3"", ""chinese""], [""5"", ""alice"", ""blue master"", ""samsung galaxy s21"", ""honda civic"", ""swede""], [""6"", ""eric"", ""blends"", ""oneplus 9"", ""bmw 3 series"", ""german""]]}",6633
lgp-test-6x5-27,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education"", ""Each person has an occupation"", ""People own unique car models"", ""Each person has a unique birthday month""], ""rows"": [[""1"", ""peter"", ""associate"", ""doctor"", ""tesla model 3"", ""feb""], [""2"", ""arnold"", ""trade school"", ""nurse"", ""toyota camry"", ""jan""], [""3"", ""eric"", ""master"", ""engineer"", ""ford f150"", ""sept""], [""4"", ""bob"", ""bachelor"", ""lawyer"", ""honda civic"", ""april""], [""5"", ""carol"", ""high school"", ""artist"", ""chevrolet silverado"", ""mar""], [""6"", ""alice"", ""doctorate"", ""teacher"", ""bmw 3 series"", ""may""]]}",18782
lgp-test-2x4-23,"{""header"": [""House"", ""Each person has a unique name"", ""The mothers' names in different houses are unique"", ""People own unique car models"", ""People have unique heights""], ""rows"": [[""1"", ""arnold"", ""aniya"", ""ford f150"", ""short""], [""2"", ""eric"", ""holly"", ""tesla model 3"", ""very short""]]}",9
lgp-test-6x4-7,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education"", ""The people keep unique animals"", ""People have unique favorite sports""], ""rows"": [[""1"", ""carol"", ""bachelor"", ""horse"", ""volleyball""], [""2"", ""alice"", ""associate"", ""fish"", ""tennis""], [""3"", ""bob"", ""high school"", ""bird"", ""soccer""], [""4"", ""arnold"", ""trade school"", ""cat"", ""swimming""], [""5"", ""eric"", ""doctorate"", ""rabbit"", ""baseball""], [""6"", ""peter"", ""master"", ""dog"", ""basketball""]]}",87
lgp-test-6x6-18,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation"", ""Each person has a unique type of pet"", ""The people are of nationalities"", ""People have unique favorite book genres"", ""People own unique car models""], ""rows"": [[""1"", ""peter"", ""mountain"", ""fish"", ""brit"", ""fantasy"", ""honda civic""], [""2"", ""eric"", ""cultural"", ""cat"", ""german"", ""mystery"", ""bmw 3 series""], [""3"", ""arnold"", ""cruise"", ""bird"", ""norwegian"", ""science fiction"", ""toyota camry""], [""4"", ""bob"", ""city"", ""hamster"", ""dane"", ""historical fiction"", ""tesla model 3""], [""5"", ""alice"", ""camping"", ""dog"", ""swede"", ""romance"", ""chevrolet silverado""], [""6"", ""carol"", ""beach"", ""rabbit"", ""chinese"", ""biography"", ""ford f150""]]}",43898
lgp-test-6x3-35,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education"", ""People use unique phone models""], ""rows"": [[""1"", ""peter"", ""bachelor"", ""xiaomi mi 11""], [""2"", ""arnold"", ""high school"", ""oneplus 9""], [""3"", ""carol"", ""master"", ""huawei p50""], [""4"", ""bob"", ""trade school"", ""iphone 13""], [""5"", ""alice"", ""doctorate"", ""google pixel 6""], [""6"", ""eric"", ""associate"", ""samsung galaxy s21""]]}",432
lgp-test-2x4-1,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house"", ""Each person has a unique birthday month"", ""People have unique favorite music genres""], ""rows"": [[""1"", ""arnold"", ""colonial"", ""april"", ""pop""], [""2"", ""eric"", ""victorian"", ""sept"", ""rock""]]}",9
lgp-test-3x4-16,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation"", ""People have unique favorite sports"", ""Each person has a unique birthday month""], ""rows"": [[""1"", ""eric"", ""mountain"", ""basketball"", ""april""], [""2"", ""arnold"", ""city"", ""tennis"", ""jan""], [""3"", ""peter"", ""beach"", ""soccer"", ""sept""]]}",13
lgp-test-5x6-31,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a favorite color"", ""Everyone has a favorite smoothie"", ""Each person has a unique birthday month"", ""People have unique favorite book genres"", ""People have unique heights""], ""rows"": [[""1"", ""bob"", ""green"", ""cherry"", ""jan"", ""romance"", ""average""], [""2"", ""arnold"", ""red"", ""lime"", ""mar"", ""science fiction"", ""very tall""], [""3"", ""eric"", ""blue"", ""watermelon"", ""april"", ""biography"", ""very short""], [""4"", ""peter"", ""white"", ""desert"", ""feb"", ""fantasy"", ""tall""], [""5"", ""alice"", ""yellow"", ""dragonfruit"", ""sept"", ""mystery"", ""short""]]}",374
lgp-test-3x2-33,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""peter"", ""milk""], [""2"", ""eric"", ""tea""], [""3"", ""arnold"", ""water""]]}",7
lgp-test-5x3-37,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique birthday month"", ""They all have a unique favorite flower""], ""rows"": [[""1"", ""peter"", ""mar"", ""roses""], [""2"", ""alice"", ""sept"", ""tulips""], [""3"", ""arnold"", ""jan"", ""daffodils""], [""4"", ""bob"", ""april"", ""carnations""], [""5"", ""eric"", ""feb"", ""lilies""]]}",20
lgp-test-2x3-6,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation"", ""Each person lives in a unique style of house""], ""rows"": [[""1"", ""arnold"", ""mountain"", ""colonial""], [""2"", ""eric"", ""beach"", ""victorian""]]}",9
lgp-test-2x3-31,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite sports"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""arnold"", ""basketball"", ""gardening""], [""2"", ""eric"", ""soccer"", ""photography""]]}",10
lgp-test-5x5-1,,0
lgp-test-2x6-36,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation"", ""The people keep unique animals"", ""Each person has a unique favorite drink"", ""People use unique phone models"", ""They all have a unique favorite flower""], ""rows"": [[""1"", ""arnold"", ""beach"", ""cat"", ""tea"", ""samsung galaxy s21"", ""carnations""], [""2"", ""eric"", ""mountain"", ""horse"", ""water"", ""iphone 13"", ""daffodils""]]}",13
lgp-test-4x6-31,"{""header"": [""House"", ""Each person has a unique name"", ""They all have a unique favorite flower"", ""Each person has a favorite color"", ""Each person has a unique level of education"", ""Each person has a unique hobby"", ""Everyone has a unique favorite cigar""], ""rows"": [[""1"", ""alice"", ""daffodils"", ""red"", ""associate"", ""photography"", ""pall mall""], [""2"", ""peter"", ""lilies"", ""white"", ""bachelor"", ""painting"", ""prince""], [""3"", ""arnold"", ""carnations"", ""green"", ""high school"", ""cooking"", ""dunhill""], [""4"", ""eric"", ""roses"", ""yellow"", ""master"", ""gardening"", ""blue master""]]}",462
lgp-test-3x6-10,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house"", ""People have unique favorite book genres"", ""Each person has a unique type of pet"", ""Everyone has a unique favorite cigar"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""eric"", ""victorian"", ""romance"", ""fish"", ""blue master"", ""photography""], [""2"", ""arnold"", ""ranch"", ""mystery"", ""dog"", ""pall mall"", ""cooking""], [""3"", ""peter"", ""colonial"", ""science fiction"", ""cat"", ""prince"", ""gardening""]]}",39
lgp-test-6x4-2,,7504
lgp-test-6x4-26,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique type of pet"", ""Each person lives in a unique style of house"", ""Each person has a unique birthday month""], ""rows"": [[""1"", ""bob"", ""cat"", ""mediterranean"", ""feb""], [""2"", ""peter"", ""rabbit"", ""colonial"", ""may""], [""3"", ""carol"", ""bird"", ""victorian"", ""mar""], [""4"", ""arnold"", ""dog"", ""craftsman"", ""jan""], [""5"", ""alice"", ""fish"", ""modern"", ""april""], [""6"", ""eric"", ""hamster"", ""ranch"", ""sept""]]}",5494
lgp-test-5x2-33,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar""], ""rows"": [[""1"", ""arnold"", ""prince""], [""2"", ""alice"", ""pall mall""], [""3"", ""bob"", ""blends""], [""4"", ""eric"", ""dunhill""], [""5"", ""peter"", ""blue master""]]}",20
lgp-test-5x3-3,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique birthday month"", ""The people keep unique animals""], ""rows"": [[""1"", ""eric"", ""mar"", ""dog""], [""2"", ""alice"", ""april"", ""fish""], [""3"", ""bob"", ""feb"", ""horse""], [""4"", ""arnold"", ""jan"", ""cat""], [""5"", ""peter"", ""sept"", ""bird""]]}",79
lgp-test-6x3-9,"{""header"": [""House"", ""Each person has a unique name"", ""The people keep unique animals"", ""People have unique hair colors""], ""rows"": [[""1"", ""bob"", ""bird"", ""brown""], [""2"", ""peter"", ""cat"", ""red""], [""3"", ""carol"", ""dog"", ""black""], [""4"", ""arnold"", ""rabbit"", ""blonde""], [""5"", ""eric"", ""fish"", ""auburn""], [""6"", ""alice"", ""horse"", ""gray""]]}",2319
lgp-test-3x4-20,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""Each person has a unique type of pet"", ""The mothers' names in different houses are unique""], ""rows"": [[""1"", ""peter"", ""prince"", ""fish"", ""holly""], [""2"", ""arnold"", ""pall mall"", ""dog"", ""aniya""], [""3"", ""eric"", ""blue master"", ""cat"", ""janelle""]]}",15
lgp-test-4x6-5,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has an occupation"", ""The people are of nationalities"", ""The people keep unique animals"", ""Each person has a favorite color"", ""People have unique favorite sports""], ""rows"": [[""1"", ""arnold"", ""artist"", ""dane"", ""cat"", ""red"", ""basketball""], [""2"", ""peter"", ""teacher"", ""swede"", ""bird"", ""yellow"", ""swimming""], [""3"", ""eric"", ""doctor"", ""norwegian"", ""horse"", ""white"", ""soccer""], [""4"", ""alice"", ""engineer"", ""brit"", ""fish"", ""green"", ""tennis""]]}",123
lgp-test-2x4-0,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique hair colors"", ""Everyone has something unique for lunch"", ""Everyone has a unique favorite cigar""], ""rows"": [[""1"", ""arnold"", ""brown"", ""pizza"", ""pall mall""], [""2"", ""eric"", ""black"", ""grilled cheese"", ""prince""]]}",9
lgp-test-3x6-27,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite book genres"", ""Each mother is accompanied by their child"", ""People have unique hair colors"", ""Each person has a unique level of education"", ""They all have a unique favorite flower""], ""rows"": [[""1"", ""eric"", ""science fiction"", ""fred"", ""brown"", ""bachelor"", ""lilies""], [""2"", ""peter"", ""romance"", ""meredith"", ""blonde"", ""high school"", ""carnations""], [""3"", ""arnold"", ""mystery"", ""bella"", ""black"", ""associate"", ""daffodils""]]}",29
lgp-test-2x5-7,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has an occupation"", ""People use unique phone models"", ""The people are of nationalities"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""eric"", ""doctor"", ""iphone 13"", ""dane"", ""photography""], [""2"", ""arnold"", ""engineer"", ""samsung galaxy s21"", ""brit"", ""gardening""]]}",11
lgp-test-4x5-29,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique type of pet"", ""The mothers' names in different houses are unique"", ""Each person lives in a unique style of house"", ""People have unique favorite sports""], ""rows"": [[""1"", ""eric"", ""cat"", ""holly"", ""victorian"", ""basketball""], [""2"", ""peter"", ""dog"", ""kailyn"", ""colonial"", ""tennis""], [""3"", ""arnold"", ""fish"", ""aniya"", ""ranch"", ""swimming""], [""4"", ""alice"", ""bird"", ""janelle"", ""craftsman"", ""soccer""]]}",83
lgp-test-4x3-30,"{""header"": [""House"", ""Each person has a unique name"", ""The people keep unique animals"", ""People have unique favorite sports""], ""rows"": [[""1"", ""arnold"", ""fish"", ""tennis""], [""2"", ""alice"", ""horse"", ""basketball""], [""3"", ""peter"", ""cat"", ""soccer""], [""4"", ""eric"", ""bird"", ""swimming""]]}",100
lgp-test-5x5-27,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique hair colors"", ""Each person prefers a unique type of vacation"", ""Each person has an occupation"", ""People have unique favorite music genres""], ""rows"": [[""1"", ""arnold"", ""blonde"", ""camping"", ""lawyer"", ""pop""], [""2"", ""peter"", ""red"", ""cruise"", ""engineer"", ""rock""], [""3"", ""eric"", ""black"", ""mountain"", ""artist"", ""jazz""], [""4"", ""bob"", ""gray"", ""beach"", ""teacher"", ""classical""], [""5"", ""alice"", ""brown"", ""city"", ""doctor"", ""hip hop""]]}",16737
lgp-test-2x3-4,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique hair colors"", ""They all have a unique favorite flower""], ""rows"": [[""1"", ""arnold"", ""black"", ""carnations""], [""2"", ""eric"", ""brown"", ""daffodils""]]}",8
lgp-test-6x2-26,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""eric"", ""desert""], [""2"", ""arnold"", ""blueberry""], [""3"", ""bob"", ""dragonfruit""], [""4"", ""carol"", ""watermelon""], [""5"", ""alice"", ""lime""], [""6"", ""peter"", ""cherry""]]}",1097
lgp-test-3x3-30,"{""header"": [""House"", ""Each person has a unique name"", ""Each mother is accompanied by their child"", ""People own unique car models""], ""rows"": [[""1"", ""peter"", ""meredith"", ""toyota camry""], [""2"", ""arnold"", ""fred"", ""ford f150""], [""3"", ""eric"", ""bella"", ""tesla model 3""]]}",18
lgp-test-5x2-18,"{""header"": [""House"", ""Each person has a unique name"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""bob"", ""timothy""], [""2"", ""alice"", ""fred""], [""3"", ""arnold"", ""bella""], [""4"", ""eric"", ""samantha""], [""5"", ""peter"", ""meredith""]]}",54
lgp-test-3x5-32,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""Each person has a unique hobby"", ""Each person has a unique level of education"", ""People use unique phone models""], ""rows"": [[""1"", ""peter"", ""blue master"", ""cooking"", ""high school"", ""samsung galaxy s21""], [""2"", ""eric"", ""pall mall"", ""gardening"", ""associate"", ""iphone 13""], [""3"", ""arnold"", ""prince"", ""photography"", ""bachelor"", ""google pixel 6""]]}",20
lgp-test-6x3-27,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has an occupation"", ""People own unique car models""], ""rows"": [[""1"", ""eric"", ""doctor"", ""tesla model 3""], [""2"", ""carol"", ""teacher"", ""bmw 3 series""], [""3"", ""bob"", ""engineer"", ""honda civic""], [""4"", ""peter"", ""nurse"", ""toyota camry""], [""5"", ""arnold"", ""artist"", ""ford f150""], [""6"", ""alice"", ""lawyer"", ""chevrolet silverado""]]}",675
